2022-08-16 07:50:03,873 INFO    StreamThr :103 [internal.py:wandb_internal():90] W&B internal server running at pid: 103, started at: 2022-08-16 07:50:03.862851
2022-08-16 07:50:03,885 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: status
2022-08-16 07:50:03,892 DEBUG   SenderThread:103 [sender.py:send_request():316] send_request: status
2022-08-16 07:50:03,901 DEBUG   SenderThread:103 [sender.py:send():302] send: header
2022-08-16 07:50:03,902 INFO    WriterThread:103 [datastore.py:open_for_write():75] open: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/run-4tbb1joi.wandb
2022-08-16 07:50:03,906 DEBUG   SenderThread:103 [sender.py:send():302] send: run
2022-08-16 07:50:04,727 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: check_version
2022-08-16 07:50:04,736 INFO    SenderThread:103 [dir_watcher.py:__init__():216] watching files in: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files
2022-08-16 07:50:04,744 INFO    SenderThread:103 [sender.py:_start_run_threads():913] run started: 4tbb1joi with start time 1660636202.919689
2022-08-16 07:50:04,750 DEBUG   SenderThread:103 [sender.py:send():302] send: summary
2022-08-16 07:50:04,759 INFO    SenderThread:103 [sender.py:_save_file():1156] saving file wandb-summary.json with policy end
2022-08-16 07:50:04,765 DEBUG   SenderThread:103 [sender.py:send_request():316] send_request: check_version
2022-08-16 07:50:04,948 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: run_start
2022-08-16 07:50:04,953 DEBUG   HandlerThread:103 [meta.py:__init__():35] meta init
2022-08-16 07:50:04,956 DEBUG   HandlerThread:103 [meta.py:__init__():50] meta init done
2022-08-16 07:50:04,959 DEBUG   HandlerThread:103 [meta.py:probe():216] probe
2022-08-16 07:50:04,982 DEBUG   HandlerThread:103 [meta.py:_setup_git():206] setup git
2022-08-16 07:50:05,021 DEBUG   HandlerThread:103 [meta.py:_setup_git():213] setup git done
2022-08-16 07:50:05,023 DEBUG   HandlerThread:103 [meta.py:_save_pip():54] save pip
2022-08-16 07:50:05,030 DEBUG   HandlerThread:103 [meta.py:_save_pip():68] save pip done
2022-08-16 07:50:05,034 DEBUG   HandlerThread:103 [meta.py:_save_conda():75] save conda
2022-08-16 07:50:05,573 DEBUG   HandlerThread:103 [meta.py:_save_conda():85] save conda done
2022-08-16 07:50:05,579 DEBUG   HandlerThread:103 [meta.py:probe():254] probe done
2022-08-16 07:50:05,587 DEBUG   SenderThread:103 [sender.py:send():302] send: files
2022-08-16 07:50:05,590 INFO    SenderThread:103 [sender.py:_save_file():1156] saving file wandb-metadata.json with policy now
2022-08-16 07:50:05,601 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: stop_status
2022-08-16 07:50:05,610 DEBUG   SenderThread:103 [sender.py:send_request():316] send_request: stop_status
2022-08-16 07:50:05,741 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/wandb-metadata.json
2022-08-16 07:50:05,744 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/conda-environment.yaml
2022-08-16 07:50:05,746 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/requirements.txt
2022-08-16 07:50:05,749 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/wandb-summary.json
2022-08-16 07:50:06,109 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: log_artifact
2022-08-16 07:50:06,145 DEBUG   SenderThread:103 [sender.py:send():302] send: telemetry
2022-08-16 07:50:06,157 DEBUG   SenderThread:103 [sender.py:send():302] send: config
2022-08-16 07:50:06,161 DEBUG   SenderThread:103 [sender.py:send_request():316] send_request: log_artifact
2022-08-16 07:50:06,166 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: partial_history
2022-08-16 07:50:06,457 INFO    Thread-87 :103 [upload_job.py:push():138] Uploaded file /tmp/tmpfsxwreh1wandb/3fov8efb-wandb-metadata.json
2022-08-16 07:50:06,775 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/media/table/summary_metrics_0_62c2ecfd9d3d700ce563.table.json
2022-08-16 07:50:06,781 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/output.log
2022-08-16 07:50:06,789 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/media
2022-08-16 07:50:06,803 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/media/table
2022-08-16 07:50:07,061 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: log_artifact
2022-08-16 07:50:07,095 DEBUG   HandlerThread:103 [handler.py:handle_request():141] handle_request: partial_history
2022-08-16 07:50:07,657 INFO    Thread-88 :103 [upload_job.py:push():138] Uploaded file /tmp/tmpfsxwreh1wandb/k4yqv8jk-media/table/summary_metrics_0_62c2ecfd9d3d700ce563.table.json
2022-08-16 07:50:07,788 INFO    Thread-83 :103 [dir_watcher.py:_on_file_created():275] file/dir created: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/media/table/learning_curve_1_e1e02da4552e6e1a6488.table.json
2022-08-16 07:50:07,795 INFO    Thread-83 :103 [dir_watcher.py:_on_file_modified():292] file/dir modified: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/media/table
2022-08-16 07:50:08,795 INFO    Thread-83 :103 [dir_watcher.py:_on_file_modified():292] file/dir modified: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/output.log
2022-08-16 07:50:09,068 INFO    Thread-91 :103 [upload_job.py:push():96] Uploaded file /root/.cache/wandb/artifacts/obj/md5/e5/87d9a028a95f7918e04725e79a23ba
2022-08-16 07:50:09,588 INFO    Thread-90 :103 [upload_job.py:push():138] Uploaded file /tmp/tmpfsxwreh1wandb/2a9fmwy2-media/table/learning_curve_1_e1e02da4552e6e1a6488.table.json
2022-08-16 07:50:10,558 INFO    SenderThread:103 [sender.py:send_request_log_artifact():1207] logged artifact run-4tbb1joi-summary_metrics - {'id': 'QXJ0aWZhY3Q6MTczNTU1ODEx', 'digest': '44c32f434471cd5bf31f46a11a7662c0', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjI1OTY2NDc1', 'latestArtifact': None}, 'version': 'latest'}
2022-08-16 07:50:10,571 DEBUG   SenderThread:103 [sender.py:send():302] send: files
2022-08-16 07:50:10,580 INFO    SenderThread:103 [sender.py:_save_file():1156] saving file media/table/summary_metrics_0_62c2ecfd9d3d700ce563.table.json with policy now
2022-08-16 07:50:10,588 DEBUG   SenderThread:103 [sender.py:send():302] send: history
2022-08-16 07:50:10,597 DEBUG   SenderThread:103 [sender.py:send():302] send: summary
2022-08-16 07:50:10,612 INFO    SenderThread:103 [sender.py:_save_file():1156] saving file wandb-summary.json with policy end
2022-08-16 07:50:10,617 DEBUG   SenderThread:103 [sender.py:send():302] send: config
2022-08-16 07:50:10,622 DEBUG   SenderThread:103 [sender.py:send_request():316] send_request: log_artifact
2022-08-16 07:50:10,808 INFO    Thread-83 :103 [dir_watcher.py:_on_file_modified():292] file/dir modified: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/wandb-summary.json
2022-08-16 07:50:11,673 INFO    Thread-92 :103 [upload_job.py:push():138] Uploaded file /tmp/tmpfsxwreh1wandb/mtv3k5sg-media/table/summary_metrics_0_62c2ecfd9d3d700ce563.table.json
2022-08-16 07:50:12,828 INFO    Thread-83 :103 [dir_watcher.py:_on_file_modified():292] file/dir modified: /usr/src/volume/volume/notebooks/wandb/run-20220816_074955-4tbb1joi/files/output.log
2022-08-16 07:50:14,158 INFO    Thread-94 :103 [upload_job.py:push():96] Uploaded file /root/.cache/wandb/artifacts/obj/md5/a1/6e5a27beb9dd5dbc4fee0f70326512
